Tiempo (s),aceX (m/s^2),aceY (m/s^2)
0.0,-2.034735515021471,1.4483128667777325
0.035,-1.3235485569763767,1.1964899710958605
0.07,-3.875944692992693,2.2808073897478716
0.105,-3.8237551335792155,0.6784570201999719
0.14,-0.6376559618886726,-2.956706848464964
0.1749,1.1791293952024082,-0.07067978842273925
0.2099,14.528287303534459,8.13927893439689
0.2449,33.196033549995576,8.19937571236642
0.2799,32.245678958278454,-2.239254219995395
0.3149,19.464353986128664,-5.722738449926581
0.3499,13.070931822131953,-3.6574581935107275
0.3849,17.549228903755008,-2.424286806266032
0.4199,25.645893945713127,6.108094674184056
0.4548,20.401330306019357,4.3975535827087935
0.4898,15.324912971114843,-10.128973211517742
0.5248,22.615883508232432,-8.502417868204526
0.5598,14.731518502653447,2.564090795250524
0.5948,-9.047515955567265,3.986533282673294
0.6298,-14.631755148914522,-0.849616175097984
0.6648,0.89496821688352,-2.4861159747730324
0.6998,-8.140327862946972,4.629583770082538
0.7348,-61.443303029336164,8.40898129321403
0.7697,-94.15619427952923,0.7929146502432189
0.8047,-61.833242466195244,-4.6236156500491905
0.8397,-14.63554248508093,-3.6221208979455577
0.8747,1.8898693408932106,-2.6940499912410054
0.9097,2.705311922918471,-1.4898147362485659
0.9447,7.10634409510871,-0.0545609069808157
0.9797,10.413694760109696,0.29001571122012026
1.0147,9.616211956985296,-0.1522870320395761
1.0497,7.054905113322838,-1.746259316517829
1.0846,1.5289014202177786,-1.1116435260520927
1.1196,-2.9332488547519837,2.8522681316327514
1.1546,-3.667414615710345,2.8543383232372297
1.1896,-2.4088743887611996,-1.1481965883523562
1.2246,-1.9693054553837153,-1.7527486366729665
1.2596,24.052604032661062,2.9345639828491468
1.2946,-15.92337255608357,-5.647020137340696
1.3296,-460.4023869078097,-47.409207442202415
1.3645,-858.7970188950549,-55.13214790913467
1.3995,40.66244271411199,27.50463968139739
1.4345,1346.6136123503616,99.20307258249895
1.4695,715.942351905555,69.25177384191356
1.5045,-826.6221826139076,-30.757087170470374
1.5395,-553.4379822224626,-71.43815578890491
1.5745,637.3446958693962,22.665034137062353
1.6095,420.6871492057182,64.78116454797855
1.6445,-451.5717293760088,-40.20070549535676
1.6794,-268.71689466799126,-85.15693682066546
1.7144,336.53542649875203,-11.18662905957865
1.7494,162.07672218047037,34.143894365858166
1.7844,-253.69123253386957,10.4239417949818
1.8194,-104.93770979086386,-11.885232308454402
1.8544,154.09690255108842,3.716331460326929
1.8894,45.68304754409966,23.072158204894762
1.9244,-89.90488654701753,17.51861526790042
1.9593,-30.9664336809283,0.019005929535723887
1.9943,24.220641471863427,-14.103099145557177
2.0293,7.889338700463321,-9.706915910458452
2.0643,-1.76536008129801,6.092762381994775
2.0993,2.6336473866638492,7.244443450328125
2.1343,3.5754014395795846,-1.2399991514846842
2.1693,1.1438832305993212,-5.124723206074274
2.2043,-3.040362870628879,-4.216779264899441
2.2393,-3.8895175688839,-1.2026321697498132
2.2742,-2.70064904639477,-0.20898936897103315
2.3092,2.887767947465531,1.2072313315807834
