Tiempo (s),aceX (m/s^2),aceY (m/s^2)
0.0,9.36356421692026e-14,3.2772474759220907e-13
0.0352,8.646736334285205e-14,3.026357716999822e-13
0.0704,1.247448522319969e-13,4.366069828119892e-13
0.1056,9.38036487041956e-15,0.0006748625069938553
0.1408,-1.2838499382350304e-13,-0.018221287688397127
0.176,-4.34016882064187e-14,0.14442057648950915
0.2112,1.2600490124444131e-14,-0.1255244262947097
0.2464,-7.000272291357849e-16,-1.638566166901397
0.2816,0.0,-1.060883860942747
0.3168,0.0,2.8249744541388995
0.352,0.0,2.555029451354484
0.3872,0.0,-2.6819036026631586
0.4224,0.0,-2.681903602663158
0.4576,0.0,2.5550294513544816
0.4928,0.0,2.8249744541388964
0.528,0.0,-1.0608838609427471
0.5632,0.0,-1.6385661669013944
0.5984,0.0,-0.1255244262947539
0.6336,0.0,0.14442057648966097
0.6688,0.0,-0.018221287687947774
0.704,-0.0006797885106608625,0.0006748625069610246
0.7392,0.0176745012771887,0.0
0.7744,-0.12780024000433662,0.0
0.8096,-0.0013595770211894398,0.0
0.8448,1.6498467153755367,0.0
0.88,2.70011996434733,0.000674862506961025
0.9152,-1.7075230118734908e-13,-0.017546425180986844
0.9504,-2.700119964347488,0.1268741513086749
0.9856,-1.6498467153753975,0.0013497250139224426
1.0208,0.0013595770213590819,-1.6378913043944339
1.056,0.12780024000436727,-2.6812287401561967
1.0912,-0.017674501277200702,0.01822128768794684
1.1264,0.0006797885106615746,2.5361333011595724
1.1616,0.0,1.763415730689187
1.1968,0.0,1.6378913043944343
1.232,0.0,0.9157884219461259
1.2672,0.0,-2.663007452468249
1.3024,0.0,-2.6812287401562003
1.3376,0.0,1.0426625732547978
1.3728,0.0,1.639241029408359
1.408,0.0,0.12552442629475535
1.4432,0.0,-0.14442057648966117
1.4784,0.0,0.018221287687947774
1.5136,0.0,-0.0006748625069610246
1.5488,0.0,0.0
1.584,0.0,0.0
1.6192,0.0,0.0
1.6544,0.0,0.0
1.6896,0.0,0.0
1.7248,0.0,0.0
1.76,0.0,0.0
1.7952,0.0,0.0
1.8304,0.0,0.0
1.8656,0.0,0.0
1.9008,0.0,0.0
1.936,0.0,-0.0006748625069610188
1.9712,0.0,0.017546425180986737
2.0064,0.0,-0.12687415130867447
2.0416,0.0,-0.0013497250139213324
2.0768,0.0,1.6378913043944248
2.112,0.0,2.680553877649222
2.1472,0.0,-6.661338147750939e-16
2.1824,-0.004073805060268537,-2.681233666159897
2.2176,0.10591893156698115,-1.620216803117243
2.2528,-0.7713038074083599,-0.12509586397280079
2.288,0.13299224790459796,0.09029364782920377
2.3232,8.857757592004036,1.8876544700180722
2.3584,16.394804331881687,2.686509416122951
2.3936,11.6352010364375,-3.1776122810426886
2.4288,4.60532085954684,-7.952313777828936
2.464,10.635040023110161,-3.281339140962945
2.4992,24.004450514296472,0.9233005775893297
2.5344,18.52510881818032,0.5502296873361348
2.5696,0.04768371582073527,4.600818492164266
2.6048,0.3510861357382531,8.338532171958548
2.64,9.11827914970949,0.9556545698937513
2.6752,12.266621116764181,-6.600061724008484
2.7104,27.837098137405903,0.01903407829857784
2.7456,35.5739288093626,6.433518464900185
2.7808,-0.2539946028020026,-0.6294841608725399
2.816,-37.04104541746977,-7.231590176416825
2.8512,-27.521681194463,-4.9495401461262665
2.8864,-5.938514205050426,0.6213266987445796
2.9216,-5.230903625488768,4.003274539285424
2.9568,-12.22277968383014,1.5050517626045186
2.992,-17.5615283083321,-1.1780734889762567
3.0272,-20.98064777279695,1.0468743064187018
3.0624,-16.8441888714627,3.1922868460662084
3.0976,-8.420146201267524,1.193708624721547
3.1328,-5.219958045265594,-2.8469542826501146
3.168,-7.02182616084095,-2.6640911732822605
3.2032,-6.634341783760316,0.9204336434355198
3.2384,-2.820171600530928,1.6852006439333942
3.2736,-3.1213868748056006,1.5225932617818203
3.3088,-6.9185623452681275,2.510813642139367
3.344,-2.7838817312697612,3.412144243224609
3.3792,15.998512260184672,4.897575733090194
3.4144,-39.89622612630052,-7.897201648428322
3.4496,-368.6550037920006,-38.57374191284191
3.4848,-632.9898794820514,-32.225586166066876
3.52,43.32946351737081,16.70603417167974
3.5552,1054.3496254061902,35.8173275782059
3.5904,570.7168135761247,31.03881828055909
3.6256,-714.3658645882083,21.18014599666109
3.6608,-455.76535965785354,-13.323421320639348
3.696,637.7362318275394,-19.200128957259487
3.7312,345.2565995129677,14.349241887242467
3.7664,-559.820197830515,12.079822130439588
3.8016,-239.98206804606508,-22.13537693023687
3.8368,483.2447461845461,-24.121792848445057
3.872,159.76744742432942,5.266301888079791
3.9072,-391.0560253237889,12.250527862674856
3.9424,-107.28127700238127,-9.014434065700787
3.9776,241.49214253161426,-10.553347598168926
4.0128,42.15063769519406,10.02372753953285
4.048,-73.71610994657057,9.605452754634246
4.0832,43.55655651064177,-5.28463078169116
4.1183,-0.627730367199618,-2.6565978868600206
4.1535,-67.89371580838076,5.0629429899975396
4.1887,-5.105085927378653,4.209780008462117
4.2239,24.239551279253035,2.1671910046194522
4.2591,3.548682400967685,-1.2835089224190392
4.2943,-0.2817166380913515,-4.313560520337324
4.3295,-0.5931204015557943,-3.3218111873658858
4.3647,-1.372440787386155,0.6047536518947938
4.3999,0.9493591371645949,3.9521081388490242
4.4351,0.6460995713536077,1.3114233647495868
4.4703,-0.2005405662482549,-2.3974229481597953
4.5055,-0.7339233209287457,-2.222526171976222
4.5407,-1.9611366524187432,1.5096349164472889
