Tiempo (s),aceX (m/s^2),aceY (m/s^2)
0.0,9.179500649980218,4.436565736829471e-14
0.0349,6.5907747024766286,3.050493982941637e-14
0.0699,15.902083335031541,7.959564575113642e-14
0.1048,15.650677844448534,-0.0006905363422536108
0.1397,1.6871785911497403,0.01725952141916414
0.1746,-1.1967655628640514,-0.11124131573798186
0.2096,0.5726474521735183,-0.1482252328594286
0.2445,-0.0606015586285123,1.806105911466522
0.2794,-3.1931407616000334,4.41259436561503
0.3143,-5.5904654895478645,1.0596171061532733
0.3493,-1.6729159510149463,-5.463344093809141
0.3842,4.397876561451463,-4.41681706724519
0.4191,6.072492313858895,1.2447958757755084
0.454,2.717772103352136,1.391590762700004
0.489,-0.3638906318538055,-1.4399304235584944
0.5239,-1.9602897909838306,2.149104093284134
0.5588,-16.585339788183227,6.462830078373748
0.5937,-43.19124895426911,-0.24228245206414112
0.6287,-48.683856727814415,-4.972117549238906
0.6636,-25.144047847375077,3.731793100700227
0.6985,-5.445472713600336,8.447143228715662
0.7335,-3.2960726769927193,2.022023409066995
0.7684,-0.7820448135436311,-1.001934203347974
0.8033,6.938733938214792,-0.5774169663327888
0.8382,5.2478529389268616,-7.616796992813735
0.8732,-0.7411604979048942,-12.386531497168972
0.9081,-0.2715508539867826,-3.235996045474425
0.943,-13.435718411536142,5.471956396461968
0.9779,-27.068441176796348,3.57661096858678
1.0129,2.8002937119887736,1.7656958969766003
1.0478,40.958135810979385,2.505696321719454
1.0827,38.28358766053553,-1.787872656722757
1.1176,24.681908471222766,-5.358609163616036
1.1526,24.202246635957678,0.0019947296457814012
1.1875,23.043603275716077,3.8170989771169803
1.2224,18.561331192393936,-1.5045781832825458
1.2573,11.20499840894569,2.8702085111455555
1.2923,-4.676676035302689,-6.970462598095674
1.3272,141.98726002281666,-60.55086137536355
1.3621,550.8028625706262,-25.944490208080495
1.3971,404.93897487176616,103.69653077672231
1.432,-688.983847805159,62.330234899499416
1.4669,-948.962051321801,-102.77558064071232
1.5018,309.4747131971361,-64.56479949043458
1.5368,711.7430937949898,108.98058517694759
1.5717,-336.69997887998744,94.89368553024899
1.6066,-538.310304933563,-56.87494890273577
1.6415,230.32465349653899,-73.6202462501551
1.6765,251.59605819097473,5.048469464815172
1.7114,-70.34391032449537,10.812714821642196
1.7463,111.53709426986146,-14.991390131437665
1.7812,71.72144953936407,4.075294713592021
1.8162,-252.87822807383208,22.580395010101903
1.8511,-102.97953985047818,-0.4589482539818821
1.886,194.32502693339532,-16.17607286495709
1.9209,61.927853426312694,2.492601729619768
1.9559,-129.4193069076207,14.042753160869893
1.9908,-134.0040070015649,12.15031554547522
2.0257,9.991939213623311,-5.93866113662509
