Tiempo (s),aceX (m/s^2),aceY (m/s^2)
0.0,1.6386621094555545,1.465686729788846
0.0349,1.6092320606464465,1.7155230406565967
0.0698,2.7436586817333346,1.2634819038842697
0.1047,-5.542916627006228,-2.970946726435665
0.1396,-24.374369128166535,-4.074179286936552
0.1745,-27.228572895350432,3.996808791530481
0.2094,-11.664544411196024,10.206923596494136
0.2443,-1.625859390019079,6.02737650853888
0.2792,-3.6735049967433375,-7.066117179343362
0.3141,-13.958315303902921,-11.720242395280515
0.349,-24.721382558785045,2.516694074405515
0.3838,-30.500654525372354,13.625348102109648
0.4187,-38.25468087957067,9.177476274799439
0.4536,-23.478280892464774,1.0779328168383486
0.4885,31.12058710372762,-6.758391169894242
0.5234,58.680087681178634,-10.334712404668322
0.5583,25.619252188228057,-5.230859028746293
0.5932,-2.4932456184293383,0.10218043128487897
0.6281,5.577134318350209,2.1917454463376513
0.663,18.382540708371234,2.7101541637974904
0.6979,18.63917690119282,0.01988386794863939
0.7328,13.67652826607269,-1.2566674698253055
0.7677,11.750965073152027,1.1495110604976213
0.8026,13.639441444831098,1.7701002092423188
0.8375,15.331409277799924,0.27529235218974507
0.8724,12.385424823328663,-1.7861856971745103
0.9073,4.387509759130735,-4.849944987430755
0.9422,-3.2883397614884364,-4.576643591549797
0.9771,-4.797023231028383,1.769956987957997
1.012,-1.7693855047656335,5.991661290281426
1.0469,0.1386427326685468,1.7690745658926192
1.0817,0.13777073712908128,-2.9305994722914397
1.1166,-0.13755541272429572,-1.93015157126322
1.1515,-0.12092678246130775,0.020569627514823274
1.1864,1.6550313433899526,0.1379666140375761
1.2213,4.572096996971426,-0.019179731981719975
1.2562,4.580901421362977,0.0007376819992968247
1.2911,1.6662611186099732,0.0
1.326,-0.12534654054024139,0.0
1.3609,-0.22340287320586744,-0.0110142998364134
1.3958,4.6130673861716955,0.29738609558316303
1.4307,-40.587041789626106,-2.390346935866014
1.4656,40.12440611910881,2.6654405161903583
1.5005,450.03966499812464,23.953405082809812
1.5354,386.03918997145024,15.728675173441474
1.6052,-345.91179169546666,-32.03767176775549
1.6401,-614.2942385551487,-72.24244526255887
1.675,251.76754727836453,-21.03082641031202
1.7099,603.9959401690191,75.26772733771998
1.7448,-345.64951531558444,63.22691728419277
1.7796,-441.5692600090595,-17.384100358220714
1.8145,359.8288016481383,-34.70836591643443
1.8494,266.49619616990856,11.714153937898201
1.8843,-359.4962336963057,24.300898360042027
1.9192,-162.03342901694822,-7.472066108495655
1.9541,317.62043671976,-13.78355233896235
1.989,94.18167436343327,10.948269159004704
2.0239,-249.78264747512122,15.292829162039858
2.0588,-52.57983204609903,-1.7352082302792953
2.0937,172.74898018206991,-4.840699590161293
2.1286,27.27544029458202,2.054487627038756
2.1635,-105.01500494402794,-0.9396731143422563
2.1984,-22.211994279475835,-6.266977255356707
2.2333,41.51963094194109,-3.132004854165353
2.2682,12.309278829427594,3.121517717360205
2.3031,-7.375473829366852,4.099318950262527
2.338,-9.157202693841619,2.910553285943733
2.3729,2.597931577428753,-2.996591103264997
