Tiempo (s),aceX (m/s^2),aceY (m/s^2)
0.0,1.631304597253278,1.5281458075057839
0.0349,1.631304597253278,1.5281458075057839
0.0698,1.631304597253278,1.5281458075057839
0.1047,1.7784548412988146,0.2789642531670359
0.1396,-14.842008558017804,-5.479865723598718
0.1745,-30.516622015624545,-0.8011114184202868
0.2094,-20.01622395341545,8.379110059646747
0.2443,-4.2964388377352405,9.732912830149164
0.2792,-1.6646325255952934,0.49853988267729643
0.3141,-7.619668076254096,-12.734059780830666
0.349,-20.486186631015862,-6.794717044035703
0.3838,-27.95501497738762,11.266347018013624
0.4187,-32.8090254588166,12.711624356143703
0.4536,-38.379704888864445,4.5908897776972895
0.4885,-0.6686640786110264,-2.3833402102356853
0.5234,57.026199030973665,-10.090603318402836
0.5583,47.66812580048634,-8.722122817136118
0.5932,4.036184662892871,-1.57579653492177
0.6281,-1.5954398722096579,1.1030736098225233
0.663,14.19050721053201,2.8327295906848304
0.6979,20.085272288404937,1.9300981980855305
0.7328,15.956804028702447,-1.6000901316491252
0.7677,11.96134922434941,-0.18079887993541222
0.8026,12.353654731898736,2.148580214858524
0.8375,14.862790407098426,0.9179451779951878
0.8724,14.755593909327494,-0.5420759322582868
0.9073,8.909255671135783,-3.1704346382623347
0.9422,-0.04594135618750859,-5.751569157888616
0.9771,-5.185921220884777,-2.156838434208193
1.012,-3.382582680971364,5.221063774187812
1.0469,-0.3182220640636291,5.010285410377227
1.0817,0.18884659181997393,-1.6275995492092747
1.1166,-8.029191828263977e-05,-3.082084077958145
1.1515,-0.18721303088645025,-0.5078464982209681
1.1864,0.32640010652616247,0.2006495038087769
1.2213,3.1875924920566163,-0.01180291198874927
1.2562,5.3326449238922145,0.0
1.2911,3.2021846854705167,0.0
1.326,0.33145125040033946,0.0
1.3609,-0.19009939881407983,0.0
1.3958,0.07552662744968332,0.0
1.4307,2.2118397786139714,0.1762287973826144
1.4656,-53.03268112536016,-3.172118352887079
1.5005,191.9295698858523,11.282544974316043
1.5354,605.8696611600743,30.170562536432342
1.6052,32.5911205687054,-7.004395375334461
1.6401,-622.4095738700385,-54.445843299498684
1.675,-379.64707374460437,-70.61996232584278
1.7099,777.6068677818895,37.29126894820325
1.7448,175.76696375177107,90.98082546573526
1.7796,-703.9234851567566,20.785174647769715
1.8145,-0.6233153774070079,-43.02794447374283
1.8494,548.4199915857101,-13.020148167961816
1.8843,-123.16725533872902,30.115846239839396
1.9192,-436.0411971183011,9.462764114269842
1.9541,170.6436754419095,-19.586732405727396
1.989,327.1244245223761,-1.678503127026918
2.0239,-165.97289071928876,19.686953514338917
2.0588,-227.18666102905576,6.49047934746013
2.0937,130.96196934446323,-7.409867709419363
2.1286,141.2279782955404,-0.19811708750328078
2.1635,-87.0874931240302,2.48885092281677
2.1984,-80.10464751418357,-4.845329805379332
2.2333,34.282835064982756,-5.9754230260836705
2.2682,30.08308955283624,0.3960096797235183
2.3031,-4.916125996502899,4.742687354783595
2.338,-4.728624328824191,2.2794128588844123
2.3729,1.121738789089604,-2.786210960911884
