Tiempo (s),aceX (m/s^2),aceY (m/s^2)
0.0,8.759997932873855,-1.8005489141445963
0.0349,8.759997932873855,-1.8005489141445963
0.0699,8.759997932873855,-1.8005489141445963
0.1048,40.34712756420875,-9.898414043360427
0.1398,48.421075555513596,-7.506124629298843
0.1747,32.07245341802343,4.363302699953452
0.2097,37.81170308186035,2.9918807728597314
0.2446,81.16309051250445,1.5576999433076075
0.2796,69.07164856907804,10.115935599804246
0.3145,-18.644430731824354,2.8466158992715047
0.3495,-50.983253718269026,-7.900586316851466
0.3844,-18.550652142545687,-2.863085114438941
0.4194,-9.10715619697918,0.11160691443504743
0.4543,-16.86407659317109,-1.9327343527745908
0.4893,-18.229455486129382,-0.7256288921388271
0.5242,-21.081257903061076,0.20959936318745484
0.5591,-25.839899867627082,-0.020415168864508476
0.5941,-26.405838275576418,0.19307287893215913
0.629,-24.520559837795247,-0.5089233514721863
0.664,-22.733719860421104,-2.808776609486846
0.6989,-17.900597829312854,-2.0952679179944687
0.7339,-12.13637252072765,2.0837554569066192
0.7688,-8.299285229665736,3.0162648050250427
0.8038,-6.4341865857823395,-0.21873676066970682
0.8387,-10.492728857493002,-2.463906515746033
0.8737,17.0173362314039,5.898537354610205
0.9086,-74.03543804146932,-19.341494261166115
0.9436,-666.6705880872721,-80.73805744054958
0.9785,-960.5818410057317,-57.40117359237837
1.0134,403.2586124627212,61.23596818131563
1.0484,1696.017166665058,202.02993514114772
1.0833,477.7732872215631,140.66960542632938
1.1183,-1160.625610651576,-182.9475885415505
1.1532,-494.80669682419807,-189.45961275150896
1.1882,864.5303440332711,131.32959907470553
1.2231,594.946560434791,114.00166623686795
1.2581,-496.0175838772324,-121.13115750377095
1.293,-522.8459353849063,-118.61808318546235
1.328,299.3295046725239,20.34971403046674
1.3629,404.3151550293594,51.5452856727677
1.3979,-215.94099147361547,16.540288625074332
1.4328,-317.23258087887643,9.307584946612817
1.4678,89.43473607690612,12.137765419478894
1.5027,149.69137478799013,22.462026488883634
1.5376,-38.282356408922205,12.47711291462671
1.5726,-42.637536544898516,-18.218931260419318
1.6075,11.105087969966066,-21.774156938882637
1.6425,1.3685215914159012,-6.943486882390483
1.6774,-5.623117712612136,8.244281248912687
1.7124,-1.1843444344159566,12.35279079965061
1.7473,0.43739357369297804,2.624841128036933
1.7823,-0.6677227430970222,-3.718524931385736
1.8172,2.590303744773601,-6.585127742268158
1.8522,4.190535835989097,-7.48309970712308
1.8871,-1.174271030963949,-0.42596106025169617
1.9221,-3.7183599964134384,9.11727541570083
1.957,-2.7990124591088827,10.493195944172555
1.9919,0.8976067449498928,0.017475120273806655
2.0269,4.387897024209135,-10.712526470743697
2.0618,0.010694383623805459,-8.195308711031387
2.0968,-4.545284572468817,1.8817299076609852
2.1317,-1.913371032806653,3.9280517231848298
2.1667,3.495183186280307,0.7252850485362281
