Tiempo (s),Aceleracion Normal (m/s^2),Aceleracion Tangencial (m/s^2)
0.0,1.3926849065692601,-0.6455679504065295
0.035,2.5335932392543388,-0.7002292534062866
0.07,3.8252506537645927,-0.4574440502598211
0.105,2.8963058005375784,-0.8727924514289129
0.14,1.2799220707051828,-2.043038218166139
0.1749,2.5816149426326356,0.3461166793562107
0.2099,5.663714463883927,14.512599323091717
0.2449,7.068274700501329,32.195835848644194
0.2799,8.015147972341436,30.558567031279253
0.3149,5.984777977000551,18.080304897906615
0.3499,3.2292599023294306,12.802207265576113
0.3849,3.5686939422479202,17.4486810898211
0.4199,3.0202200233221905,25.950599008787872
0.4548,6.183859613004028,20.677072954529446
0.4898,9.824402148328074,14.949371704472863
0.5248,4.944162694018274,22.351258296314054
0.5598,3.2594987180146555,14.729725434772108
0.5948,2.3546465994654637,-9.07631960848615
0.6298,1.22119047989155,-14.619901453594753
0.6648,3.083551864873496,0.8766891627529088
0.6998,8.374870032901192,-8.030313724855679
0.7348,26.9582044046736,-62.38290862989207
0.7697,29.506417936474627,-79.11318995777143
0.8047,11.096659062732945,-26.078199421977914
0.8397,3.2596541311628937,4.785627161788308
0.8747,1.9947893950213043,-0.12194895067145772
0.9097,0.7018394181094847,-2.7630437860745616
0.9447,0.03369125136673906,-7.104126586640879
0.9797,0.5768961551290895,-10.696421070857397
1.0147,0.6982407414652532,-7.405456105545628
1.0497,0.04935464769761619,-0.7361391338440295
1.0846,1.4299710261866672,0.1926835643178363
1.1196,2.9258102016400502,-1.868046250442138
1.1546,2.1392605558938564,0.5436584469988782
1.1896,1.254191428352466,1.1422621938198054
1.2246,4.177566119443363,-1.9296860674429137
1.2596,4.598597308158782,3.898296414685708
1.2946,10.732682128557062,47.64496936759491
1.3296,19.394500742365974,431.61359715590584
1.3645,19.811775421144336,817.711565549245
1.3995,50.7971930756794,14.845796044649433
1.4345,17.977662973143147,-510.00855199518725
1.4695,203.88050779479238,-86.85262648057676
1.5045,230.2895021388413,-79.96836056679678
1.5395,27.28150210277011,-82.14691268436034
1.5745,6.751935977272112,-56.95624572860832
1.6095,129.8825476752989,-71.71786636462767
1.6445,149.36353413297684,-98.3375268174334
1.6794,68.11298491146924,-53.04272582323769
1.7144,82.02956810517847,16.861879471567363
1.7494,40.29830459622008,-43.65156185710454
1.7844,22.12713800377419,-76.05304392293687
1.8194,26.71947938212105,-40.49765339701265
1.8544,37.2351825831858,-7.60438740920597
1.8894,23.46909671497043,-35.669796472778145
1.9244,20.65413291158089,-33.2978623681529
1.9593,12.679532223233975,-26.628504798374944
1.9943,11.754156530893479,-16.992673159477732
2.0293,8.138462989379224,-6.854256169049975
2.0643,4.609522119190512,0.3939588896408801
2.0993,3.639368594127432,-1.3119796443621652
2.1343,4.574274404672556,-0.8948824809371007
2.1693,4.247730851660544,-1.2039723512886191
2.2043,2.4966916346743755,0.8846260424594629
2.2393,1.8845748380814276,1.3760787512980168
2.2742,2.0064129928495427,0.7891382886986573
2.3092,3.050333220677259,-1.971098503479411
