Tiempo (s),Aceleracion Normal (m/s^2),Aceleracion Tangencial (m/s^2)
0.0,0.17862318564383736,1.8310285284833516
0.0346,0.49014879177236476,1.8310285284833516
0.0692,0.35069409222515835,1.8310285284833516
0.1038,2.5343337296506814,1.9966789705567765
0.1384,1.6696021137783787,15.13759625616047
0.173,0.4858644972478864,57.890511615102675
0.2076,1.1073735685804544,63.57850609086432
0.2422,3.4984284782941204,18.614688303318072
0.2768,7.730611003558127,4.13974909763371
0.3114,10.590979743500471,16.545712004403757
0.346,6.600555505858544,8.685682945788624
0.3806,0.33453619437571075,-14.382442849296469
0.4152,2.7692435459142977,-35.48032323346009
0.4498,2.793429361693191,-44.89263446968693
0.4844,1.676794349551631,-48.547941079347495
0.519,0.4612422610106849,-47.50796781962166
0.5536,5.666004924465734,-37.04982833869809
0.5882,5.042211274660102,-11.142357757773691
0.6228,3.423646135703267,8.043692289344467
0.6574,6.508422806587006,1.5407771451177694
0.692,1.985146252161675,-2.5700762438567653
0.7266,4.787453353144045,2.416346095376011
0.7612,8.386897142201937,6.073463617574244
0.7958,21.762741319189985,-6.904163260784578
0.8304,28.836531545130363,29.02693012893622
0.865,24.687985999418284,461.2538887534284
0.8996,14.481346899981379,838.4171551929668
0.9342,56.60287416434447,-222.82336342965436
0.9688,43.228639502929425,-225.40657677275786
1.0034,108.07620009921041,-57.154754732542884
1.0381,34.35132706861811,-72.03452405511783
1.0727,65.82610428124721,-88.50807767023286
1.1073,5.380421123155571,-70.4669371953781
1.1419,217.49305183010648,-55.77701057498663
1.1765,24.598742407194624,-74.434201135447
1.2111,407.67787349806855,-27.615000918372154
1.2457,16.109830811421784,-73.51164256636424
1.2803,162.2170801610928,29.60086310359689
1.3149,22.982817381588273,-89.73005686799779
1.3495,169.05051738561926,-14.57469577764856
1.3841,24.542474616260918,-193.21256330406274
1.4187,0.041648408905904336,21.870941586375405
1.4533,6.714404930220467,-20.01450656712202
1.4879,0.33350931355252156,55.50081067204258
1.5225,7.932852643856939,-19.039790572631233
1.5571,1.287948880092225,-42.87886202722352
1.5917,26.672650792872734,-24.434226076060515
1.6263,8.377375304450512,-43.54744064773044
1.6609,0.5649102238043552,-15.640638458672463
1.6955,1.6947710260590494,-20.179530054003703
1.7301,2.303534661425514,-5.170324299716799
1.7647,2.6504504815851924,0.39114727651753406
