Tiempo (s),Aceleracion Normal (m/s^2),Aceleracion Tangencial (m/s^2)
0.0,4.911604573243186,-6.113901393154901
0.0349,1.6353279790424822,-6.113901393154901
0.0699,23.48985402055962,-6.113901393154901
0.1048,7.738180158067661,10.165218583358604
0.1398,0.04096237514402153,42.08579818187618
0.1747,2.835956512712479,32.12749306525849
0.2097,0.6951047734827815,37.79458006469191
0.2446,3.4036557606735873,81.15808426179292
0.2796,5.710107640534438,69.48540670227503
0.3145,0.6606875176768237,-18.488808070511254
0.3495,4.950683181702764,-51.346319543464816
0.3844,0.4169047316568875,-18.67851313780713
0.4194,0.32116301594338614,-9.096984170228858
0.4543,0.9438647927213263,-16.926693777919446
0.4893,0.5831718638363275,-18.243882181656446
0.5242,1.2164724468524581,-21.057744379006092
0.5591,1.6506682130334898,-25.811991183211017
0.5941,2.100378688153261,-26.344022840443323
0.629,0.459364895303045,-24.49318612935051
0.664,2.4117074656548203,-22.859248899432007
0.6989,0.5825805213633117,-18.006293174897788
0.7339,8.321647634560733,-11.34995660312275
0.7688,6.867690584497094,-4.944268496713679
0.8038,7.477166658387465,-0.26898014307756996
0.8387,3.8746763586531694,7.1914926599820665
0.8737,7.203093541204169,12.250415079995241
0.9086,24.430167495379404,75.98909590319508
0.9436,23.678186406624945,640.7368959452417
0.9785,21.941950938948732,961.3401351940065
1.0134,87.14402788491637,-407.0293385103023
1.0484,44.98939481075389,-384.8589642864872
1.0833,205.23116528518685,11.400048081065876
1.1183,112.72220928768624,-150.12983673104358
1.1532,81.2549637978234,12.08672661652146
1.1882,27.51170913888894,-150.3330724280013
1.2231,10.2871654653905,58.331733861153516
1.2581,60.96862397419023,-213.84925395083948
1.293,10.434809984941595,-126.6353434517815
1.328,118.51150198964172,11.572758240324308
1.3629,43.18905924067281,4.157734588489798
1.3979,65.05320578562588,-101.6382215461102
1.4328,14.262477627497166,-101.67879917419972
1.4678,5.923489467368448,-26.9333350462889
1.5027,5.787821128060557,-62.40576832154936
1.5376,52.113356677890785,-15.407506395430117
1.5726,25.62070041346042,-44.70244581243631
1.6075,0.09479831344497357,-8.117963354614222
1.6425,2.914064556292734,5.843252003083117
1.6774,4.5036023493412065,-6.406611931497057
1.7124,1.0015001383200792,-1.1107931838871026
1.7473,0.3826226019832328,2.276514692466027
1.7823,2.6038429704676607,-3.3123258849216386
1.8172,1.351276581147803,-0.8713479405037734
1.8522,0.4878478490176908,3.9211246171191183
1.8871,1.6757930413759665,-0.10770497325128767
1.9221,0.7691143417935363,-2.622915800039242
1.957,0.5420842960792681,4.684986192321723
1.9919,3.1247280679175518,-0.09815118193176872
2.0269,4.051433481494946,-3.811416308197023
2.0618,2.7038178591474584,1.1159465254746685
2.0968,5.183062838235177,-1.3482629245190263
2.1317,4.9764727476289305,-2.606447630518047
2.1667,2.1679499672713196,-1.217368114939108
