Tiempo (s),velX (m/s),velY (m/s)
0.0,0.0,0.0
0.0352,0.0,0.0
0.0704,0.0,0.0
0.1056,1.2616170734376781e-14,4.4156597570318735e-14
0.1408,0.0,0.0
0.176,0.0,0.0
0.2112,0.0,0.0
0.2464,0.0,0.012162642045454582
0.2816,0.0,-0.10946377840909124
0.3168,0.0,-0.12162642045454583
0.352,0.0,0.12162642045454593
0.3872,0.0,0.12162642045454593
0.4224,0.0,-0.12162642045454583
0.4576,0.0,-0.12162642045454583
0.4928,0.0,0.12162642045454583
0.528,0.0,0.10946377840909124
0.5632,0.0,-0.012162642045454582
0.5984,0.0,0.0
0.6336,0.0,0.0
0.6688,0.0,0.0
0.704,0.0,0.0
0.7392,0.0,0.0
0.7744,0.0,0.0
0.8096,0.0,0.0
0.8448,-0.012251420454535823,0.0
0.88,0.0980113636363749,0.0
0.9152,0.22052556818182142,0.0
0.9504,0.09801136363636227,0.0
0.9856,-0.01225142045454844,0.0
1.0208,0.0,0.012162642045454601
1.056,0.0,-0.09730113636363666
1.0912,0.0,-0.2189275568181825
1.1264,0.0,-0.09730113636363666
1.1616,0.0,0.012162642045454582
1.1968,0.0,-0.012162642045454582
1.232,0.0,0.10946377840909124
1.2672,0.0,0.12162642045454583
1.3024,0.0,-0.12162642045454583
1.3376,0.0,-0.10946377840909159
1.3728,0.0,0.012162642045454582
1.408,0.0,0.0
1.4432,0.0,0.0
1.4784,0.0,0.0
1.5136,0.0,0.0
1.5488,0.0,0.0
1.584,0.0,0.0
1.6192,0.0,0.0
1.6544,0.0,0.0
1.6896,0.0,0.0
1.7248,0.0,0.0
1.76,0.0,0.0
1.7952,0.0,0.0
1.8304,0.0,0.0
1.8656,0.0,0.0
1.9008,0.0,0.0
1.936,0.0,0.0
1.9712,0.0,0.0
2.0064,0.0,0.0
2.0416,0.0,0.0
2.0768,0.0,-0.01216264204545462
2.112,0.0,0.09730113636363635
2.1472,0.0,0.2189275568181818
2.1824,0.0,0.09730113636363696
2.2176,0.0,-0.01216264204545462
2.2528,0.0,0.0
2.288,0.0,0.0
2.3232,-0.07341974431818439,-0.01225142045454217
2.3584,0.5873579545454461,0.09801136363636197
2.3936,1.2237215909090733,0.24493963068181107
2.4288,1.3700284090908994,-0.09730113636363696
2.464,1.5286754261363726,-0.439453124999999
2.4992,1.9683948863636345,-0.2810724431818182
2.5344,3.3494318181817975,-0.29412286931817977
2.5696,3.4843750000000018,-0.3307883522727206
2.6048,3.0450994318181968,0.0
2.64,3.5228160511363704,0.35529119318180896
2.6752,3.914151278409092,0.11026278409090476
2.7104,4.182350852272726,-0.2695312499999971
2.7456,5.698419744318163,0.11026278409091037
2.7808,7.141512784090875,0.3552911931818153
2.816,5.710671164772748,-0.01225142045454217
2.8512,4.059925426136385,-0.20827414772727365
2.8864,3.8889382102272956,-0.3185369318181827
2.9216,3.8520063920454373,-0.20827414772727235
2.9568,3.4361683238636145,0.036754261363632815
2.992,2.9598721590909203,-0.11026278409091106
3.0272,2.2630504261363646,-0.11026278409090406
3.0624,1.4183238636363678,0.0
3.0976,1.0514914772727146,0.11026278409090476
3.1328,0.8807705965909256,0.12251420454545246
3.168,0.6968217329545623,-0.12251420454544615
3.2032,0.37908380681817627,-0.11026278409090476
3.2384,0.17160866477272207,0.01225142045454217
3.2736,0.22052556818182073,-0.0122514204545484
3.3088,0.0122514204545484,0.09801136363636197
3.344,-0.330788352272708,0.19602272727273148
3.3792,-0.28187144886363313,0.2941228693181816
3.4144,0.0245028409090968,0.4647549715909062
3.4496,-1.9198330965909227,0.09676846590909845
3.4848,-21.75532670454557,-2.3606178977272787
3.52,-51.93590198863651,-2.824485085227287
3.5552,-27.441583806818066,-0.5134943181818182
3.5904,34.44886363636374,-0.2931463068181807
3.6256,22.647549715909143,1.1623757102272765
3.6608,-32.12650923295443,1.9323508522727149
3.696,-16.790660511363562,-0.10981889204545371
3.7312,28.726207386363726,0.07297585227273404
3.7664,11.935901988636406,1.442382812500008
3.8016,-24.56782670454538,1.1011186079545396
3.8368,-7.276811079545445,-0.4033203125000017
3.872,21.290216619318247,-0.8322088068181813
3.9072,4.500621448863654,0.18279474431818843
3.9424,-16.191051136363594,0.3061967329545405
3.9776,-1.2476917613636402,-0.6843927556818306
4.0128,7.961558948863609,-0.6853693181818145
4.048,-2.5179332386363598,0.3061967329545531
4.0832,0.195667613636351,0.13476562499999625
4.1183,4.664651493598884,-0.38033428165007765
4.1535,-0.8942034139402317,0.02453769559033299
4.1887,-1.7721946022727102,0.09801136363636197
4.2239,0.19646661931819323,0.19602272727272393
4.2591,-0.12251420454543353,0.3307883522727311
4.2943,-0.0007990056818194811,0.08575994318182097
4.3295,0.13396661931817508,0.0
4.3647,-0.1346768465909007,-0.12242542613636491
4.3999,0.012251420454548554,-0.013050426136368035
4.4351,0.0,0.23197798295454966
4.4703,0.012251420454523168,0.08593750000000128
4.5055,-0.009801136363719588,-0.002521306818212552
4.5407,-0.13966619318189213,0.13865411931816163
