Tiempo (s),velX (m/s),velY (m/s)
0.0,-0.7262696709584694,0.5536480686695272
0.0349,-0.7262696709584694,0.5536480686695272
0.0699,-0.7262696709584694,0.5536480686695272
0.1048,0.8917024320458463,0.2060085836909962
0.1398,2.743919885550783,-0.28326180257510786
0.1747,3.8260908440629344,0.1287553648068655
0.2097,4.613018597997125,0.23175965665236042
0.2446,7.717453505007157,0.02566165951359774
0.2796,11.234173819742514,0.6702432045779692
0.3145,9.688215307582253,0.7870171673819699
0.3495,7.420332618025758,0.2582260371959962
0.3844,7.331276824034353,0.3089234620887055
0.4194,6.9322246065808155,0.32188841201716045
0.4543,6.286748927038613,0.1931330472102888
0.4893,5.680883404864113,0.20600858369099614
0.5242,4.972818311874104,0.20600858369099614
0.5591,4.025787965616027,0.20630372492836305
0.5941,3.0802038626609622,0.20600858369097724
0.629,2.268329756795426,0.21888412017167208
0.664,1.416934907010011,0.10300429184549481
0.6989,0.7981938483547847,-0.025751072961376922
0.7339,0.3991416309012724,0.10300429184549498
0.7688,0.09012875536480003,0.21888412017167808
0.8038,-0.09012875536480017,0.2188841201716784
0.8387,-0.3861766809728048,0.09012875536481288
0.8737,-0.8762517882689456,0.10300429184548847
0.9086,0.4763054363376812,0.5281652360514945
0.9436,-18.744903433476413,-3.465754649499281
0.9785,-68.99186337625179,-5.900929899856934
1.0134,-60.03438395415466,-3.5870343839541508
1.0484,26.372675250357652,2.9119277539342017
1.0833,45.75008941344788,12.677932761087302
1.1183,-18.822335479256033,2.7833512160228837
1.1532,-38.650929899856884,-8.23229613733906
1.1882,7.072603719599427,1.7777181688125925
1.2231,33.38116952789695,6.545153791130183
1.2581,5.926233905579402,-0.24472460658083411
1.293,-19.93043633762522,-5.153612303290423
1.328,-1.4815808297568034,-3.0399678111587907
1.3629,19.49204220314734,-0.9147889842632317
1.3979,5.191881258941371,-1.1081008583691012
1.4328,-10.422746781115872,-0.23158082975680183
1.4678,-1.8941344778254703,-0.3099070100143078
1.5027,4.689467095851221,0.7595672389127333
1.5376,0.2326289398280913,1.5360852435530055
1.5726,-0.4885550786838258,0.374105865522179
1.6075,0.4128218884120121,-0.24472460658082218
1.6425,0.09003934191702721,-0.5922746781115921
1.6774,0.0,-0.2317596566523665
1.7124,-0.1287553648068721,0.3733905579399215
1.7473,0.025751072961364176,0.32188841201716656
1.7823,-0.1287553648068717,0.21888412017167172
1.8172,-0.012875536480682128,0.012875536480694835
1.8522,0.2446351931330613,-0.3476394849785434
1.8871,0.10300429184550752,-0.3476394849785434
1.9221,0.0,-0.012875536480688482
1.957,-0.11587982832618961,0.46351931330472035
1.9919,-0.12893982808023396,0.4641833810888308
2.0269,0.1287553648068721,-0.012875536480688482
2.0618,0.1287553648068721,-0.36051502145922665
2.0968,-0.1287553648068717,-0.21888412017167808
2.1317,-0.12618025751079373,0.005150214592244881
2.1667,0.0849785407724662,-0.06180257510733247
