Tiempo (s),velX (m/s),velY (m/s)
0.0,2.19597182080924,0.3518605491329436
0.0346,2.19597182080924,0.3518605491329436
0.0692,2.19597182080924,0.3518605491329436
0.1038,2.4604949421965965,0.4037752890173478
0.1384,2.4093208092485745,0.17657153179190993
0.173,4.750361271676281,0.4347904624277528
0.2076,7.56764812138727,0.6949060693641658
0.2422,7.650108381502894,0.5448880057803442
0.2768,7.650379335260132,0.46197615606936254
0.3114,8.561506502890168,0.12274205202312088
0.346,8.792630057803462,-0.38014812138727977
0.3806,8.384212427745656,-0.3402276011560691
0.4152,6.995393786127151,-0.21829841040462558
0.4498,5.457098988439338,-0.10910404624277702
0.4844,3.8250541907514615,0.013638005780343918
0.519,2.0022579479768603,0.0
0.5536,0.8441112716762909,-0.013638005780343918
0.5882,-0.1500180635838153,0.1091040462427771
0.6228,-0.8438403179190814,0.25912210982658557
0.6574,-0.7767341040462546,0.0
0.692,-0.626806358381493,-0.259122109826586
0.7266,-0.7478323699421988,-0.12274205202312083
0.7612,-0.99250361271675,0.12274205202312083
0.7958,-1.0480491329479613,0.259122109826586
0.8304,-0.02826950867053455,0.19057080924855346
0.865,-11.256502890173405,-1.8789739884393093
0.8996,-52.14306358381507,-2.61380057803469
0.9342,-55.02917268786125,-1.197344653179188
0.9688,24.553739161849688,-1.2929913294797644
1.0034,47.40697254335258,0.8703034682080916
1.0381,-26.081980519480513,2.0657467532467537
1.0727,-37.8121392496393,-0.04049422799422018
1.1073,26.20113800578036,-0.48988439306358494
1.1419,30.244309971098318,0.5848085260115556
1.1765,-25.05834537572248,1.3066293352601126
1.2111,-23.24801300578031,-0.16266257225433123
1.2457,23.343659682080954,-1.157333815028901
1.2803,17.014541184971126,0.8028359826589536
1.3149,-20.57984104046245,1.2392521676300556
1.3495,-10.521676300578065,-0.9393063583814967
1.3841,10.779895231213866,-1.320267341040463
1.4187,-1.7830563583814956,0.6535404624277421
1.4533,-2.15110187861274,0.33986632947976964
1.4879,10.085260115606957,-1.2383489884393062
1.5225,2.06918352601156,-0.13547687861271562
1.5571,-6.532514450867069,1.1702492774566455
1.5917,-0.6937319364161894,0.5576228323699459
1.6263,2.5456105491329297,-0.06800939306358239
1.6609,-0.08218930635838871,0.0
1.6955,-0.30075867052020444,0.0
1.7301,0.19535765895947715,-0.021676300578080447
1.7647,-0.024385838150379813,-0.06502890173415792
