Tiempo (s),velX (m/s),velY (m/s)
0.0,0.19362857142860318,0.040757142857155565
0.035,0.2522571428571756,0.001157142857152224
0.07,0.06364285714288945,0.13773214285716406
0.105,-0.12664400674432003,0.1862701563458154
0.14,-0.045295147404464955,0.025044987737584432
0.1749,-0.10463641458461281,-0.018451103617406026
0.2099,0.26524606261496203,0.2917504598405923
0.2449,1.6808976311823174,0.732053403778352
0.2799,2.840200892857155,0.5390959821428546
0.3149,3.4347544642857017,0.2623158482142867
0.3499,3.8988113839285656,0.2950279017857136
0.3849,4.37192908715256,0.00018666653893952
0.4199,5.4675769354818105,0.30534327578939957
0.4548,6.209015629790027,0.6921417793914694
0.4898,6.48187234952994,0.05610665906651796
0.5248,7.4899108180691645,-0.2532669039316363
0.5598,8.148030133928573,-0.047405133928572166
0.5948,7.667851562500005,0.07874999999999913
0.6298,6.964720982142858,0.08276785714285603
0.6648,7.086595982142854,-0.12294642857142754
0.6998,7.293263415210491,0.05861013182097374
0.7348,4.993122405413356,0.49864308706315985
0.7697,1.116142991263045,0.4514967811158781
0.8047,-1.025190490560516,0.24045524218269815
0.8397,-1.251368464834985,0.15586641630900874
0.8747,-1.1359095982142844,0.037767857142857485
0.9097,-1.1367131696428578,-0.013660714285715341
0.9447,-0.8496261160714192,0.0008035714285715372
0.9797,-0.4474944196428431,-0.0008035714285715375
1.0147,-0.14386670849938665,0.014474632127529894
1.0497,0.15768738503985832,-0.04990305027590156
1.0846,0.19474363887185972,-0.14644658185162218
1.1196,0.04907878602083824,-9.31177191909327e-05
1.1546,-0.04983062538319214,0.14626149601471206
1.1896,-0.1848214285714326,0.04982142857142578
1.2246,-0.1398325892857316,-0.01687500000000109
1.2596,-0.15742745535713015,0.024095982142859643
1.2946,1.7362178191421662,0.19653144479359017
1.3296,-9.875342573255168,-1.4103501973482444
1.3645,-50.9583955634963,-4.435811067788165
1.3995,-58.42249527386055,-3.183649521638061
1.4345,8.132743915095542,1.013388162936844
1.4695,43.076378348214305,3.7103906250000094
1.5045,-6.147779017857074,2.7709375000000027
1.5395,-32.905039062499995,-1.4364899553571457
1.5745,5.812728794642895,-0.17914620535713488
1.6095,25.03783757568214,3.944016619724608
1.6445,-2.9014531122266423,1.4567019690118554
1.6794,-14.976779247777445,-2.5043860409641314
1.7144,5.829118830472064,-2.289671852646642
1.7494,12.741121899269345,-0.6487165338238323
1.7844,-2.8700279017857158,-0.3675948660714338
1.8194,-6.3590792410714165,-1.1384263392857132
1.8544,3.352120535714287,-1.0067745535714256
1.8894,3.9678281313866446,0.09095142295115283
1.9244,-1.1947068915415038,0.6324266889561589
1.9593,-1.3909477027130606,0.7056455730763325
1.9943,-0.04920656741773752,0.0759689543735994
2.0293,-0.13544232513283574,-0.4299647455548725
2.0643,-0.18608258928571994,0.020089285714286115
2.0993,-0.050976562500008,0.27562500000000456
2.1343,0.06392299107143493,0.17919642857142842
2.1693,0.1464564732142977,0.0
2.2043,0.001955160752611998,-0.18625498160637352
2.2393,-0.16551147685474987,-0.18910484365422692
2.2742,-0.15546827099945854,-0.17885407725325372
2.3092,0.025892857142782832,-0.11205579399146152
