Tiempo (s),velX (m/s),velY (m/s)
0.0,-1.1207698497853809,-6.03554720110957e-15
0.0349,-1.3815388054363136,-7.306188717132643e-15
0.0699,-0.5243607402843891,-3.1766037900576717e-15
0.1048,0.11963002271717939,3.9707547375720877e-16
0.1397,-0.02816928879929316,0.0
0.1746,0.002311291189112124,0.00077119098712425
0.2096,-0.0015389953438397312,-0.012352386147728482
0.2445,0.026162920845272247,0.020962665786368274
0.2794,-0.07006561224127511,0.22286522831429018
0.3143,-0.3351314419314454,0.3146601257783307
0.3493,-0.39663953551378,0.034683706973939146
0.3842,-0.20960314360004995,-0.15253987032744487
0.4191,0.026145307164657627,-0.04754633743046773
0.454,0.1381570591404662,0.029218822376216504
0.489,0.05398240835249859,-0.07548489341865502
0.5239,0.060069936559997136,-0.05806361023832713
0.5588,-0.3389879332837449,0.3153653455253278
0.5937,-2.0169874662329628,0.3029495901584735
0.6287,-3.973954986734003,-0.04891591318543397
0.6636,-4.753362948015178,0.15775046141438298
0.6985,-4.786814754166821,0.5641681116289766
0.7335,-4.950891024862571,0.5672634758107205
0.7684,-5.064194187882508,0.47336070115003076
0.8033,-4.725030197854802,0.5602306373769735
0.8382,-4.453657101285211,0.30400061449327764
0.8732,-4.66956507787425,-0.2929895501555637
0.9081,-4.547148124136601,-0.37573690835966916
0.943,-4.794117642349276,-0.06723282800643893
0.9779,-6.260454440005377,0.013147811958140757
1.0129,-6.238546391936815,0.03236681943812238
1.0478,-4.304085752620397,0.18835953160162866
1.0827,-3.0517401547851795,0.1413168813870369
1.1176,-2.3403844739824775,-0.15425918972969715
1.1526,-1.4034950842459133,-0.1403689130962775
1.1875,-0.6031656972096968,0.10654478576127856
1.2224,0.029319556616898612,0.012354587857809393
1.2573,0.5237842333091509,-0.1567192444640488
1.2923,0.6039946770816762,0.4379807814248613
1.3272,1.8864029607252133,-2.0618377976647944
1.3621,22.110657476104283,-4.810524537650492
1.3971,48.614016509078695,0.7823303831379065
1.432,19.11591091647253,4.4042034824616385
1.4669,-32.09577465255571,-1.4026488189482718
1.5018,-11.389972693350769,-4.897207328520885
1.5368,29.84304416377418,0.8012171165392821
1.5717,5.822003821656299,5.502337855821966
1.6066,-23.18771034737765,1.6615348007258575
1.6415,-2.5922833648586527,-1.470777102458598
1.6765,7.848911585023714,-0.22306130060442425
1.7114,-3.58812699258766,0.1952453118146714
1.7463,5.26093458893899,-0.8524259706611221
1.7812,11.73816799403366,-0.6900258658501112
1.8162,-3.677198446742369,0.5966700199912096
1.8511,-8.19234192874543,0.44543951064967946
1.886,3.9648243189077794,-0.5080692594260775
1.9209,5.400785776715923,-0.22711482339178893
1.9559,-2.0476159755186876,0.4292263418165877
1.9908,-3.110840463351293,0.46548090343961146
2.0257,-1.634855388479707,0.06687017321097777
