Tiempo (s),velX (m/s),velY (m/s)
0.0,-0.5281760386819121,-0.020624104584515787
0.0349,-0.5674776146131542,-0.05689559455586497
0.0698,-0.4143109777936333,0.08604047277938809
0.1047,-0.44334146669049695,-0.03742388968480588
0.1396,-1.4502831751432759,-0.2964541547278025
0.1745,-2.57340168338109,-0.09334146669054184
0.2094,-2.8474156070916745,0.28840772743554044
0.2443,-2.8732931142550098,0.5860158488538699
0.2792,-2.963606957378226,0.3232058112464157
0.3141,-3.4051459459775457,-0.3028215238481105
0.349,-4.393542784223133,-0.15106543842727632
0.3838,-5.353610489901462,0.4824428633074389
0.4187,-6.680331858702651,0.7349347791959404
0.4536,-8.032513891144202,0.8028869697907098
0.4885,-6.727004611389701,0.5685776325214896
0.5234,-4.052085198782241,0.09856285816619212
0.5583,-3.399769430515753,-0.04022654011461167
0.5932,-3.770359509312319,-0.011427739971347477
0.6281,-3.511131133595987,0.036767997851000586
0.663,-2.7798621060171835,0.18629678545845407
0.6979,-2.109179127865323,0.1714888520773705
0.7328,-1.6660771848137532,0.07461049426934517
0.7677,-1.2742769520057333,0.1588690902578787
0.8026,-0.8037920845272217,0.22458139326647
0.8375,-0.23685418159026334,0.22294166368194282
0.8724,0.226148370343837,0.1867444931948416
0.9073,0.38501186425501416,0.0016453259312319557
0.9422,0.22294166368194895,-0.21471503402578437
0.9771,0.02303456303725689,-0.14890199677649993
1.012,-0.013162607449852285,0.14971521741252483
1.0469,0.0008226629656155185,0.20081592486783043
1.0817,0.0,0.0362715288326382
1.1166,0.0008170666189112562,-0.01400533536585261
1.1515,-0.013067469555874256,0.0008238432568147872
1.1864,0.023599794054437323,0.0
1.2213,0.20942648638967792,0.0
1.2562,0.39581840974211435,0.0
1.2911,0.43293897743551957,0.0
1.326,0.418953707020058,0.0
1.3609,0.4196700393982967,0.0
1.3958,0.4242254656160459,0.0
1.4307,0.5740564559455521,0.012300770057306575
1.4656,-3.277455676934098,-0.22141386103151842
1.5005,13.970740433978015,0.7998224092645647
1.5354,39.01224667203914,1.8844914040114618
1.6052,17.38303075752147,0.0664622134670465
1.6401,-26.154035712153757,-3.8159883894460385
1.675,-9.116334989851943,-4.862811156876785
1.7099,28.122923659022184,-1.2130578168614494
1.7448,3.152199080021653,1.487650460631523
1.7796,-20.940543256403814,0.23566885608810173
1.8145,3.1087539982163843,-1.5113972691883562
1.8494,17.339172156278675,-0.6731374860356313
1.8843,-5.488320424426911,0.590688798352436
1.9192,-13.096503402578781,-0.012636550859595641
1.9541,6.422608121418348,-0.7764651235673334
1.989,9.736781429083099,-0.12979606912607464
2.0239,-5.162299650787984,0.5976842317335203
2.0588,-6.120847510745011,0.323239389326643
2.0937,3.978845809455589,0.08047546561604646
2.1286,3.73686537428369,0.309410816618914
2.1635,-2.0998612106017065,0.2541972600286566
2.1984,-1.8544390222063114,-0.028793203796562743
2.2333,0.2930806769340849,-0.16288726719198288
2.2682,0.2453606285816671,-0.0011517281518610145
2.3031,-0.05006491762181902,0.16815231017191357
2.338,-0.08469734957026082,0.1579512893982707
2.3729,0.0282324498566352,-0.026325214899735605
